group_id,book_code
70506,70506
49978,49978
110609,110609
58913,58913
25993,25993
102544,102544
116050,116050
46054,46054
81134,81134
63523,63523
103827,103827
89806,89806
65171,65171
50528,50528
24143,46708
24143,24143
80636,80636
31087,31087
83055,83055
38766,38766
91929,91929
113909,113909
63389,63389
108276,108276
43463,43463
804,804
105421,105421
49133,49133
49133,50423
49133,53853
13551,13551
13551,90559
50603,50603
68358,68358
92888,92888
84587,84587
13393,13393
93512,93512
67962,67962
71124,71124
58213,58213
31648,31648
6850,6850
6850,30300
6850,6847
6850,59707
57474,57474
51001,51001
30180,30180
26887,26887
67579,67579
31320,31320
35181,35181
76903,76903
51161,51161
29217,29217
115890,115890
77141,77141
57410,104467
57410,57410
120035,120035
72459,72459
11544,11544
80612,80612
52452,52452
15740,15740
34934,34934
47659,47659
47659,121794
30823,30823
45094,45094
79395,79395
31826,31826
16536,16536
20270,20270
79742,79742
56734,56734
69123,69123
29560,29560
9755,9773
9755,9755
9755,9771
67683,67683
115491,115491
106408,106408
97122,97122
96884,96884
39453,39453
38995,38995
94281,94281
43957,43957
67661,67661
49250,49250
28472,28472
64263,64263
70668,70668
104275,104275
18345,18345
34281,34281
21524,21524
122020,122020
85426,85426
52192,52192
19030,19030
25054,25054
67626,67626
5483,5483
71430,71430
59799,59799
79435,79435
32590,32590
68837,68837
93284,93284
73291,73291
56608,56608
56608,111513
111335,111335
23267,23267
104116,104116
87158,87158
41434,41434
105824,105824
45193,45193
45193,45194
15629,38340
15629,15629
38119,38119
109504,109504
83799,83799
52576,52576
110236,110236
45401,45401
108081,108081
102078,102078
98956,98956
58742,58742
41552,41552
41175,41175
48566,48566
10101,10101
85301,85301
48367,48367
44622,44622
24087,24087
85540,85540
121114,121114
89245,89245
99287,99287
53041,53041
70809,70809
27626,27626
36200,36200
81056,81056
67340,67340
58774,58774
55691,55691
77771,77771
14657,14657
69325,69325
47941,47941
95214,95214
21557,21557
11944,11944
90290,90290
58163,58163
32942,32942
73705,73705
112399,112399
43154,43154
120009,120009
115053,115053
96278,96278
57544,57544
47111,47111
34303,96865
34303,34303
67987,67987
71181,71181
84726,84726
40232,40232
21671,21671
39167,39167
28291,28291
16382,16382
114431,114431
9882,9882
76899,76899
99073,99073
25442,25442
95965,95965
35428,35428
99240,99240
72751,72751
54732,54732
37269,37269
70918,70918
120765,120765
115523,115523
70476,70476
67450,67450
120192,120192
90870,90870
84864,84864
82097,82097
106653,106653
40468,40468
114318,114318
43635,43635
43635,51079
1265,1265
91533,91533
3146,3146
55446,55446
77042,77042
77042,77044
81601,81601
31007,31007
45796,45796
97509,97509
19589,19589
42938,42938
57381,57381
55480,55480
55819,55819
19725,19725
114706,114706
12050,12050
90623,90623
91107,91107
33358,33358
75821,75821
51972,51972
116868,116868
56634,56634
41205,41205
89807,89807
72574,72574
38564,38564
93590,93590
107656,107656
106999,106999
87393,87393
35038,35038
109069,109069
36898,36898
49462,49462
54882,54882
58781,58781
27518,27518
97879,97879
57962,57962
11930,11930
31110,31110
61813,61813
111255,111255
32210,32210
32210,114015
34181,34181
116013,116013
55010,55010
107146,107146
43869,43869
24473,24473
10292,10292
54274,54274
48443,48443
73756,73756
24846,24846
10978,10978
59416,59416
58134,58134
115842,115842
71632,71632
110613,110613
71497,71497
18655,26145
18655,18655
67150,67150
48085,48085
62571,62571
84720,84720
85564,85564
96951,96951
25224,25224
75870,75870
39043,39043
93460,93460
58586,58586
55706,55706
53443,53443
41273,41273
75095,75095
96040,96040
85383,85383
43298,43298
83375,83375
34100,34100
114495,114495
52574,52574
1690,1690
1365,1365
88702,88702
14308,14308
50232,50232
21344,21344
84931,84931
39280,39280
84361,84361
79922,79922
44428,44428
91966,91966
96084,96084
112740,112740
102429,102429
30492,30492
119780,119780
57604,57604
48418,48418
100895,100895
100895,110003
2082,2082
100036,100036
69254,69254
45136,45136
25877,25877
39054,39054
106151,106151
68845,68845
82997,82997
111,27217
111,111
14329,14329
117034,117034
87289,87289
105628,105628
16641,16641
64925,64925
115634,115634
101700,101700
59118,59118
117898,117898
87674,87674
56785,56785
51004,51004
80723,80723
62481,62481
73929,73929
653,653
13557,13557
2644,2644
2644,4296
68393,68393
119697,119697
88290,88290
41198,41198
3333,3333
12977,12977
84402,84402
51183,51183
55615,55615
63128,63128
88238,88238
104869,104869
19601,19601
9630,9630
48341,48341
67411,67411
92448,92448
105897,105897
32914,32914
71014,71014
45958,45958
55553,64862
55553,55553
65792,65792
77663,77663
77663,112242
94870,94870
56973,56973
27722,27722
93610,93610
25554,25554
100351,100351
51561,51561
51561,63811
83648,83648
9524,9524
106606,106606
49982,49982
105906,105906
39775,39775
25005,25005
85358,85358
96873,96873
30284,30284
51121,51121
61754,61754
87517,87517
79326,79326
19866,19866
10312,10312
26754,26754
87168,87168
50835,50835
120637,120637
85601,85601
4287,4287
3588,3588
50226,50226
105358,105358
54685,54685
55189,55189
14525,14525
14525,32882
109929,109929
14021,14021
64121,64121
107684,107684
7919,7919
103004,103004
85875,85875
50316,50316
108196,108196
54366,54366
15078,15078
6069,6069
109300,109300
107585,107585
39833,39833
39833,56693
14016,14016
25454,25454
95113,95113
100861,100861
10603,10603
2776,2776
56146,56146
1133,1133
1133,6450
73439,73439
104679,104679
103289,103289
36058,36058
101569,101569
65830,65830
87220,87220
18333,18333
57349,57349
59093,59093
52240,52240
100148,100148
88508,88508
23769,23769
16601,16601
12438,12438
30687,30687
120804,120804
58414,58414
60264,60264
52560,52560
55626,55626
97804,97804
58682,58682
27775,27775
13988,87203
13988,13988
13988,13989
62205,62205
99078,99078
33116,33116
112534,112534
112576,112576
31299,31299
74266,81350
74266,74266
108592,108592
82108,82108
98778,98778
22956,22956
35610,35610
88388,88388
18593,18593
18593,77082
90168,90168
17442,17442
120142,120142
98520,98520
14392,14392
14392,14393
14392,25628
116623,116623
50605,50605
57914,57914
23852,23852
48960,48960
48960,73865
50074,50074
48651,48651
93262,93262
45800,45800
87157,87157
120685,120685
13064,13064
39038,39038
47688,47688
109060,109060
57629,57629
107216,107216
53510,53510
24304,104820
24304,24304
117969,117969
24038,24038
24038,36988
113410,113410
32525,32525
49592,49592
117294,117294
38756,38756
4448,4448
45550,45550
13099,13099
85101,85101
53372,53372
22937,22937
33355,33355
34653,34653
6177,6177
91148,91148
99233,99233
83410,83410
91930,91930
23137,36145
23137,23137
86531,86531
116975,116975
101359,101359
20171,20171
92550,92550
61705,61705
43560,43560
18351,18351
26739,26739
67243,67243
19913,19913
100832,100832
42604,42604
60245,60245
84078,84078
30564,30564
105807,105807
54357,54357
62332,62332
45929,45929
115382,115382
63105,63105
86854,86854
87666,87666
44159,44159
13352,13352
43983,43983
39263,39263
120541,120541
89124,89124
40319,40319
92288,92288
36353,36353
36353,76846
102992,102992
28460,28460
12565,12565
91198,91198
85332,85332
19289,19289
9565,9565
56409,56409
19684,19684
19684,59529
78882,78882
23723,23723
102878,102878
73062,73062
16541,16541
98799,98799
107983,107983
73391,73391
60165,60165
106729,106729
30098,30098
18083,18083
119406,119406
120761,120761
57061,57061
108460,108460
82573,82573
64208,64208
11889,11889
115776,115776
34292,34292
11941,11941
11941,53250
11941,11943
17567,17567
6182,114077
6182,6182
30507,30507
30507,74874
72777,72777
102731,102731
87703,87703
64820,64820
96283,97134
96283,96283
43637,43637
105443,105443
41945,41945
69638,69638
1376,1376
52454,52454
23122,23122
23122,65671
23122,118022
53706,53706
114849,114849
46094,46094
110935,110935
73248,73248
106463,106463
45396,45396
54246,54246
62017,62017
96783,96783
97528,97528
105931,105931
63200,63200
40368,40368
40368,40369
61955,61955
99,99
99,31193
93584,93584
1210,11310
1210,14200
1210,14201
1210,11258
1210,1210
41692,41692
79559,79559
107590,107590
41892,41892
52261,52261
99048,99048
101913,101913
1541,1541
96134,96134
92258,92258
92932,92932
103768,103768
7223,7223
38951,38951
44794,44794
111815,111815
29559,29559
120237,120237
9301,9301
70183,70183
54195,54195
18384,18384
35870,35870
31350,31350
73586,73586
91626,91626
93646,93646
22844,22844
106592,106592
65466,65466
3692,3692
108438,108438
10667,10667
97588,97588
115644,115644
64548,64548
32110,32110
27726,27726
37023,37023
90226,90226
83872,83872
91334,91334
96728,96728
97767,97767
114737,114737
76094,76094
35903,35903
63885,63885
25904,25904
103585,103585
34308,34308
94828,94828
15198,15198
21997,21997
68841,68841
68841,103785
20896,20896
37330,37330
55746,55746
65944,65944
42356,42356
79014,79014
108442,108442
106075,106075
19755,19755
82532,82532
10327,10327
19843,19843
83297,83297
108660,108660
44857,44857
33793,33793
8522,8522
67755,67755
74516,110712
74516,74516
63648,63648
59420,59420
68116,68116
23142,23142
101295,101295
64378,64378
7096,7096
7096,7091
7096,120290
7096,7099
114708,114708
59555,59555
92445,92445
102361,102361
65846,65846
65901,65901
65901,65903
75047,75047
23602,23602
76412,76412
12735,12735
99538,99538
20638,20638
1996,1996
94322,94322
1843,1843
86564,86564
99386,99386
9409,9409
13344,13344
13344,23340
68718,68718
84858,84858
33850,33850
55396,55396
45671,45671
82970,82970
32172,32172
5965,5965
37303,37303
95541,95541
116522,116522
42113,42113
57713,57713
32823,32823
44856,44856
97560,97560
49412,49412
23389,76306
23389,23389
44875,44875
44875,45738
69747,69747
97156,97156
4482,4482
1346,1346
1346,22732
1346,106235
41484,41484
67618,67618
102774,102774
84681,84681
111271,111271
35933,35933
116958,116958
120353,120353
103023,103023
86439,86439
86439,109998
86969,86969
74333,74333
54976,54976
44181,44181
86418,86418
71142,71142
67151,67151
101949,101949
82818,82818
34215,34215
31173,31173
100403,100403
112794,112794
112544,112544
65947,65947
71223,71223
81948,81948
205,205
89906,89906
38696,38696
19970,19970
48430,48430
117820,117820
14055,72274
14055,14055
92371,92371
39463,39463
17493,17493
70019,70019
81610,81610
64552,64552
93286,93286
69510,69510
68045,68045
36643,36643
119826,119826
117406,117406
79786,79786
27387,27387
30806,30806
35102,35102
76664,76664
56295,56295
2214,2214
2214,63242
43286,43286
20282,20282
62545,62545
37711,37711
58537,58537
20972,20972
99686,99686
121773,121773
71060,71060
121296,121296
52100,52100
47528,47528
26818,26818
35744,35744
46451,46451
59473,59473
8085,8085
106252,106252
64129,64129
40480,40480
113011,113011
57375,57375
31027,31027
15414,15414
96621,96621
21902,21902
114200,114200
114198,114198
75819,75812
75819,75819
87575,87575
103879,103879
112659,112659
23618,23618
23618,50332
117630,117630
35842,35842
31785,31785
113542,113542
55065,55065
82419,82419
57972,57972
24449,24449
18613,18613
51411,51411
102419,102419
3669,111521
3669,3669
3669,105257
3669,113219
3669,3663
3669,30309
3669,103208
3669,112091
3669,120001
3669,3682
3669,57519
3669,60570
3669,3671
1766,1766
45946,45946
40538,40538
88102,88102
112951,112951
31840,31840
32261,32261
37315,37315
42669,42669
67,13647
67,67
67,9961
113945,113945
120264,120264
56654,56654
101512,101512
86991,86991
74680,74680
92092,92092
52489,52489
89852,89852
112460,112460
49200,49200
109850,109850
73706,73706
30751,30751
53009,53009
113236,113236
349,80613
349,349
349,19456
122047,122047
90922,90922
101566,101566
78832,78832
23060,23060
23060,96263
75232,75232
22406,22406
92547,92547
64469,64469
15417,15417
15417,105031
15417,92479
15417,100250
41127,41127
41127,92362
91330,91330
53943,53943
56488,56488
60240,60240
60240,71948
44660,44660
38473,38473
72918,72918
51547,51547
39480,39480
121213,121213
80481,80481
74370,74370
98849,98849
52619,52619
84382,84382
86559,86559
119152,119152
77142,77142
109777,109777
73200,73200
115363,115363
48588,48588
103658,103658
27725,27725
105532,105532
61502,61502
54310,54310
31595,31595
84378,84378
24328,24328
58862,58862
81597,81597
95542,95542
73142,73142
115951,115951
83094,83094
56718,56718
59449,59449
27262,27262
100978,100978
15954,15954
111167,111167
113604,113604
70331,70331
16399,16399
113840,113840
94909,94909
44446,44446
68041,68041
13392,13392
44908,44908
77676,77676
48993,48993
20697,20697
96331,96331
55557,55557
53734,53734
56883,56883
20217,20217
77196,77196
22975,22975
114781,114781
34442,34442
48625,48625
19880,19880
96087,96087
49321,49321
32724,32724
1142,33595
1142,1142
1142,14953
1142,42971
15506,15506
119290,119290
113459,113459
54915,54915
56902,56902
24096,24096
14326,14326
76279,76279
94718,94718
39254,39254
25358,37402
25358,25358
25119,25119
68572,68572
31245,31245
97195,97195
61047,61047
85152,85152
57238,57238
47899,47899
102876,102876
46221,46221
105281,105281
46764,46764
76034,76034
107058,107058
105495,105495
105495,119563
102972,102972
104229,104229
109995,109995
61711,61711
47596,47596
83157,83157
62450,62450
58073,58073
19140,19140
119598,119598
52434,52434
15966,15966
18379,18379
33744,33744
65690,65690
20311,20311
20311,20313
20311,20315
20311,20314
20311,20320
20311,28020
20311,20312
20311,20318
20311,20319
57543,57543
49269,49269
1619,1619
82347,82347
75134,75134
84962,84962
9359,9359
114112,114112
56831,56831
54434,54434
67674,67674
95600,95600
35130,35130
51153,51153
69986,69986
105398,105398
99647,99647
28533,28533
28533,28535
28533,28536
58020,58020
117052,117052
23664,23664
109560,109560
110381,110381
111253,111253
25021,25021
12929,12929
40428,40428
89884,89884
45859,45859
53988,53988
63000,63000
12976,12978
12976,12976
23061,23062
23061,23065
23061,23066
23061,23061
23061,23063
23061,23064
23061,23067
23061,23068
23061,23069
23061,23070
104156,104156
81048,81048
2060,2060
2060,16013
41752,41752
37243,37243
61354,61354
84293,84293
27244,27244
36341,36341
94547,94547
89032,89032
89032,89038
80071,80071
86075,86075
86075,104681
86075,105713
86075,115916
61171,61171
36734,36734
36553,36553
80063,80063
77600,77600
79834,79834
105957,105957
8396,8396
47936,47936
94548,94548
30884,30884
93624,93624
46174,46174
58348,58348
94653,94653
11837,11837
22729,22729
22729,57678
111173,111173
79009,79009
12877,12877
12877,12878
97939,97939
104162,104162
96384,96384
22741,22741
99569,99569
7809,7809
64233,64233
60947,60947
74592,74592
57114,57114
36439,36439
28719,28719
27571,27571
121191,121191
62561,62561
42069,42069
93933,93933
25489,25489
47702,47702
38054,38054
36901,36901
104439,104439
51987,51987
26984,26986
26984,26984
26984,26985
104560,104560
61696,61696
19131,96869
19131,19131
80209,80209
53871,53871
37576,37576
26293,26293
116946,116946
45198,45198
117678,117678
17376,17376
46130,46130
86463,86463
21788,21788
13160,13160
13842,13842
13842,61372
25555,25555
108764,108764
47647,47647
62394,62394
83127,83127
76699,76699
70701,70701
113304,113304
34633,34633
78953,78953
145,3272
145,145
145,3267
114857,114857
114551,114551
41848,41848
76056,76056
54929,54929
40131,40131
34204,34204
89874,89874
2661,2661
2661,13141
87032,87032
55467,55467
46559,46559
63282,63282
121564,121564
37742,37742
9386,9386
81753,81753
50593,50593
53195,53195
73512,73512
40330,40330
29838,29838
112539,112539
86474,86474
76997,76997
108507,108507
108507,112486
48141,48141
27012,27012
43407,43407
26654,26654
16634,16634
29853,29853
16357,16357
48576,48576
86988,86988
28113,28113
83576,83576
55909,55909
98828,98828
36677,36677
110407,110407
19061,19061
103567,103567
104722,104722
61528,61528
96819,96819
38840,38840
54797,54797
13887,13887
117593,117593
120826,120826
31171,31171
102880,102880
65405,65405
72030,72030
15039,15039
115174,115174
65511,65511
22287,22287
113993,113993
57485,57485
64562,64562
112682,112682
112682,112741
71758,71758
86219,86219
96003,96003
12656,12656
83618,83618
72700,72700
28266,28266
121396,121396
85748,85748
42212,42212
60479,60479
13563,7427
13563,13563
55453,55453
116675,116675
93093,93093
50273,50273
51890,51890
8834,8834
53690,53690
112219,112219
119289,119289
82416,82416
14479,14479
22532,22532
22532,22579
16288,16288
56640,56640
36014,36014
73145,73145
30062,30062
30062,62794
30062,63123
30062,103259
77625,77625
37911,37911
94926,94926
17554,17556
17554,17554
17554,17555
98271,98271
56709,56709
71553,71553
108974,108974
41272,41272
54301,54301
16937,16937
111796,111796
105784,105784
74010,74010
34869,34869
34960,34960
34960,74217
84537,84537
98223,98223
51774,51774
44078,44078
2618,2618
60436,60436
61572,93470
61572,61572
47874,47874
41822,41822
80321,80321
96083,96083
72556,72556
28144,28144
14458,14458
98812,98812
116860,116860
17464,17464
42488,42488
47173,47173
81864,81864
37667,37667
106815,106815
99671,99671
94047,94047
54221,54221
53005,53005
82935,82935
116705,116705
18335,18335
71084,71084
62564,62564
85591,85591
35117,35117
16622,16622
13004,13004
95401,95401
53370,53370
45927,45927
27239,27239
82612,82612
83367,83367
23187,56387
23187,23187
58355,58355
121201,121201
19956,19956
19956,33906
50083,50083
97027,97027
91889,91889
30537,30537
16720,31676
16720,31677
16720,31683
16720,28936
16720,28929
16720,31682
16720,31684
16720,16720
46278,46278
105900,105900
68040,68040
36197,36197
23612,23612
58109,58109
73805,73805
